00:06:48:471 [main] DEBUG  o.s.b.c.l.ClasspathLoggingApplicationListener - Application started with classpath: unknown
00:06:50:287 [main] DEBUG  o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/C:/Users/siti.n.hassanudin/.m2/repository/org/springframework/data/spring-data-rest-webmvc/3.2.0.RELEASE/spring-data-rest-webmvc-3.2.0.RELEASE.jar!/org/springframework/data/rest/webmvc/RepositorySchemaController.class]
00:06:50:324 [main] DEBUG  o.s.c.annotation.ClassPathBeanDefinitionScanner - Ignored because not a concrete top-level class: URL [jar:file:/C:/Users/siti.n.hassanudin/.m2/repository/org/springframework/data/spring-data-rest-webmvc/3.2.0.RELEASE/spring-data-rest-webmvc-3.2.0.RELEASE.jar!/org/springframework/data/rest/webmvc/RepositoryRestController.class]
00:06:50:331 [main] DEBUG  o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/C:/Users/siti.n.hassanudin/.m2/repository/org/springframework/data/spring-data-rest-webmvc/3.2.0.RELEASE/spring-data-rest-webmvc-3.2.0.RELEASE.jar!/org/springframework/data/rest/webmvc/RepositoryPropertyReferenceController.class]
00:06:50:404 [main] DEBUG  o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/C:/Users/siti.n.hassanudin/.m2/repository/org/springframework/data/spring-data-rest-webmvc/3.2.0.RELEASE/spring-data-rest-webmvc-3.2.0.RELEASE.jar!/org/springframework/data/rest/webmvc/RepositoryEntityController.class]
00:06:50:419 [main] DEBUG  o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/C:/Users/siti.n.hassanudin/.m2/repository/org/springframework/data/spring-data-rest-webmvc/3.2.0.RELEASE/spring-data-rest-webmvc-3.2.0.RELEASE.jar!/org/springframework/data/rest/webmvc/alps/AlpsController.class]
00:06:50:468 [main] DEBUG  o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/C:/Users/siti.n.hassanudin/.m2/repository/org/springframework/data/spring-data-rest-webmvc/3.2.0.RELEASE/spring-data-rest-webmvc-3.2.0.RELEASE.jar!/org/springframework/data/rest/webmvc/RepositoryController.class]
00:06:50:497 [main] DEBUG  o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/C:/Users/siti.n.hassanudin/.m2/repository/org/springframework/data/spring-data-rest-webmvc/3.2.0.RELEASE/spring-data-rest-webmvc-3.2.0.RELEASE.jar!/org/springframework/data/rest/webmvc/ProfileController.class]
00:06:50:526 [main] DEBUG  o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/C:/Users/siti.n.hassanudin/.m2/repository/org/springframework/data/spring-data-rest-webmvc/3.2.0.RELEASE/spring-data-rest-webmvc-3.2.0.RELEASE.jar!/org/springframework/data/rest/webmvc/RepositorySearchController.class]
00:06:50:710 [main] DEBUG  o.s.core.env.PropertySourcesPropertyResolver - Found key 'server.port' in PropertySource 'configurationProperties' with value of type String
00:06:50:715 [main] DEBUG  o.s.core.env.PropertySourcesPropertyResolver - Found key 'server.port' in PropertySource 'configurationProperties' with value of type String
00:06:51:510 [main] DEBUG  o.s.core.env.PropertySourcesPropertyResolver - Found key 'server.port' in PropertySource 'configurationProperties' with value of type String
00:06:51:742 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'propertySourcesPlaceholderConfigurer'
00:06:51:751 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBeanDefinitionValidator'
00:06:51:920 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerProcessor'
00:06:51:922 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'preserveErrorControllerTargetClassPostProcessor'
00:06:51:924 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerFactory'
00:06:51:932 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor'
00:06:51:933 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor'
00:06:51:938 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor'
00:06:51:938 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.context.internalConfigurationPropertiesBinder'
00:06:51:939 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.context.internalConfigurationPropertiesBinderFactory'
00:06:51:943 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'methodValidationPostProcessor'
00:06:51:972 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'methodValidationPostProcessor' via factory method to bean named 'environment'
00:06:51:989 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'persistenceExceptionTranslationPostProcessor'
00:06:51:991 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'persistenceExceptionTranslationPostProcessor' via factory method to bean named 'environment'
00:06:51:996 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'webServerFactoryCustomizerBeanPostProcessor'
00:06:51:997 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'errorPageRegistrarBeanPostProcessor'
00:06:51:999 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'meterRegistryPostProcessor'
00:06:52:005 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'meterRegistryPostProcessor' via factory method to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@404bbcbd'
00:06:52:009 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'hypermediaRepresentionModelProcessorConfigurator'
00:06:52:011 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'restTemplateBeanPostProcessor'
00:06:52:014 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'projectionDefinitionRegistrar'
00:06:52:021 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'annotatedEventHandlerInvoker'
00:06:52:031 [main] DEBUG  o.s.ui.context.support.UiApplicationContextUtils - Unable to locate ThemeSource with name 'themeSource': using default [org.springframework.ui.context.support.ResourceBundleThemeSource@45cec376]
00:06:52:032 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'tomcatServletWebServerFactory'
00:06:52:034 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryConfiguration$EmbeddedTomcat'
00:06:52:157 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'websocketServletWebServerCustomizer'
00:06:52:157 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration$TomcatWebSocketConfiguration'
00:06:52:162 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'servletWebServerFactoryCustomizer'
00:06:52:162 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryAutoConfiguration'
00:06:52:169 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
00:06:52:255 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'servletWebServerFactoryCustomizer' via factory method to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
00:06:52:259 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'tomcatServletWebServerFactoryCustomizer'
00:06:52:260 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'tomcatServletWebServerFactoryCustomizer' via factory method to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
00:06:52:264 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'tomcatWebServerFactoryCustomizer'
00:06:52:265 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration$TomcatWebServerFactoryCustomizerConfiguration'
00:06:52:268 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'tomcatWebServerFactoryCustomizer' via factory method to bean named 'environment'
00:06:52:268 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'tomcatWebServerFactoryCustomizer' via factory method to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
00:06:52:272 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'localeCharsetMappingsCustomizer'
00:06:52:273 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration'
00:06:52:276 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'spring.http-org.springframework.boot.autoconfigure.http.HttpProperties'
00:06:52:304 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration' via constructor to bean named 'spring.http-org.springframework.boot.autoconfigure.http.HttpProperties'
00:06:52:423 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'errorPageCustomizer'
00:06:52:424 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration'
00:06:52:425 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration' via constructor to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
00:06:52:428 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'dispatcherServletRegistration'
00:06:52:428 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletRegistrationConfiguration'
00:06:52:437 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'dispatcherServlet'
00:06:52:438 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletConfiguration'
00:06:52:444 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
00:06:52:462 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'dispatcherServlet' via factory method to bean named 'spring.http-org.springframework.boot.autoconfigure.http.HttpProperties'
00:06:52:462 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'dispatcherServlet' via factory method to bean named 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
00:06:52:511 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'dispatcherServletRegistration' via factory method to bean named 'dispatcherServlet'
00:06:52:511 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'dispatcherServletRegistration' via factory method to bean named 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
00:06:52:513 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'multipartConfigElement'
00:06:52:514 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration'
00:06:52:515 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'spring.servlet.multipart-org.springframework.boot.autoconfigure.web.servlet.MultipartProperties'
00:06:52:521 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration' via constructor to bean named 'spring.servlet.multipart-org.springframework.boot.autoconfigure.web.servlet.MultipartProperties'
00:06:52:554 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'errorPageCustomizer' via factory method to bean named 'dispatcherServletRegistration'
00:06:53:061 [main] DEBUG  o.s.b.w.e.tomcat.TomcatServletWebServerFactory - Code archive: C:\Users\siti.n.hassanudin\.m2\repository\org\springframework\boot\spring-boot\2.2.0.RELEASE\spring-boot-2.2.0.RELEASE.jar
00:06:53:061 [main] DEBUG  o.s.b.w.e.tomcat.TomcatServletWebServerFactory - Code archive: C:\Users\siti.n.hassanudin\.m2\repository\org\springframework\boot\spring-boot\2.2.0.RELEASE\spring-boot-2.2.0.RELEASE.jar
00:06:53:061 [main] DEBUG  o.s.b.w.e.tomcat.TomcatServletWebServerFactory - None of the document roots [src/main/webapp, public, static] point to a directory and will be ignored.
00:06:53:106 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9091 (http)
00:06:53:124 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9091"]
00:06:53:124 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
00:06:53:125 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
00:06:53:306 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
00:06:53:307 [main] DEBUG  org.springframework.web.context.ContextLoader - Published root WebApplicationContext as ServletContext attribute with name [org.springframework.web.context.WebApplicationContext.ROOT]
00:06:53:307 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 4367 ms
00:06:53:312 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'webMvcMetricsFilter'
00:06:53:312 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.web.servlet.WebMvcMetricsAutoConfiguration'
00:06:53:313 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'management.metrics-org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties'
00:06:53:325 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'org.springframework.boot.actuate.autoconfigure.metrics.web.servlet.WebMvcMetricsAutoConfiguration' via constructor to bean named 'management.metrics-org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties'
00:06:53:329 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'simpleMeterRegistry'
00:06:53:329 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.export.simple.SimpleMetricsExportAutoConfiguration'
00:06:53:333 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'simpleConfig'
00:06:53:334 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'management.metrics.export.simple-org.springframework.boot.actuate.autoconfigure.metrics.export.simple.SimpleProperties'
00:06:53:339 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'simpleConfig' via factory method to bean named 'management.metrics.export.simple-org.springframework.boot.actuate.autoconfigure.metrics.export.simple.SimpleProperties'
00:06:53:353 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'micrometerClock'
00:06:53:353 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.MetricsAutoConfiguration'
00:06:53:363 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'simpleMeterRegistry' via factory method to bean named 'simpleConfig'
00:06:53:363 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'simpleMeterRegistry' via factory method to bean named 'micrometerClock'
00:06:53:402 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'propertiesMeterFilter'
00:06:53:403 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'propertiesMeterFilter' via factory method to bean named 'management.metrics-org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties'
00:06:53:411 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'metricsHttpClientUriTagFilter'
00:06:53:411 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.web.client.HttpClientMetricsAutoConfiguration'
00:06:53:415 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'metricsHttpClientUriTagFilter' via factory method to bean named 'management.metrics-org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties'
00:06:53:422 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'metricsHttpServerUriTagFilter'
00:06:53:425 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'jvmGcMetrics'
00:06:53:425 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.JvmMetricsAutoConfiguration'
00:06:53:443 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'jvmMemoryMetrics'
00:06:53:447 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'jvmThreadMetrics'
00:06:53:452 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'classLoaderMetrics'
00:06:53:456 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'logbackMetrics'
00:06:53:457 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.LogbackMetricsAutoConfiguration'
00:06:53:463 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'uptimeMetrics'
00:06:53:464 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.SystemMetricsAutoConfiguration'
00:06:53:471 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'processorMetrics'
00:06:53:478 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'fileDescriptorMetrics'
00:06:53:539 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'webMvcTagsProvider'
00:06:53:544 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'webMvcMetricsFilter' via factory method to bean named 'simpleMeterRegistry'
00:06:53:544 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'webMvcMetricsFilter' via factory method to bean named 'webMvcTagsProvider'
00:06:53:562 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'servletEndpointRegistrar'
00:06:53:562 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.endpoint.web.ServletEndpointManagementContextConfiguration$WebMvcServletEndpointManagementContextConfiguration'
00:06:53:567 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'management.endpoints.web-org.springframework.boot.actuate.autoconfigure.endpoint.web.WebEndpointProperties'
00:06:53:573 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'servletEndpointDiscoverer'
00:06:53:574 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.endpoint.web.WebEndpointAutoConfiguration$WebEndpointServletConfiguration'
00:06:53:579 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'servletEndpointDiscoverer' via factory method to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@404bbcbd'
00:06:53:580 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'webEndpointPathMapper'
00:06:53:580 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.endpoint.web.WebEndpointAutoConfiguration'
00:06:53:581 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'org.springframework.boot.actuate.autoconfigure.endpoint.web.WebEndpointAutoConfiguration' via constructor to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@404bbcbd'
00:06:53:582 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'org.springframework.boot.actuate.autoconfigure.endpoint.web.WebEndpointAutoConfiguration' via constructor to bean named 'management.endpoints.web-org.springframework.boot.actuate.autoconfigure.endpoint.web.WebEndpointProperties'
00:06:53:595 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'servletExposeExcludePropertyEndpointFilter'
00:06:53:595 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.endpoint.web.ServletEndpointManagementContextConfiguration'
00:06:53:600 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'servletExposeExcludePropertyEndpointFilter' via factory method to bean named 'management.endpoints.web-org.springframework.boot.actuate.autoconfigure.endpoint.web.WebEndpointProperties'
00:06:53:625 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'servletEndpointRegistrar' via factory method to bean named 'management.endpoints.web-org.springframework.boot.actuate.autoconfigure.endpoint.web.WebEndpointProperties'
00:06:53:625 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'servletEndpointRegistrar' via factory method to bean named 'servletEndpointDiscoverer'
00:06:53:625 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'servletEndpointRegistrar' via factory method to bean named 'dispatcherServletRegistration'
00:06:53:633 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'healthEndpoint'
00:06:53:633 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.health.HealthEndpointConfiguration'
00:06:53:638 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'healthContributorRegistry'
00:06:53:640 [main] DEBUG  o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'diskSpaceHealthIndicator'
